담당자 이름,부서명,제목,등록일,전화번호,조회수,URL
전재은,청소년정책과,2014년도 중앙 및 지자체 청소년정책시행계획입니다.,2014-06-17,02)2100-6237,5984,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=694513
이영민,청소년정책과,2014년도 청소년사업안내,2014-01-27,02)2075-8618,12855,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=693622
조선하,청소년정책과,청소년 참여활동 홍보영상,2014-01-16,02)2075-8621,5365,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=693582
조선하,청소년정책과,2013 청소년참여위원회 우수사례집,2014-01-14,02)2075-8621,4623,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=693576
조선하,청소년정책과,2013 청소년백서,2014-01-14,02)2075-8621,16794,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=693575
안혜정,청소년정책과,청소년증 발급현황(2003~2013),2014-01-01,02)2100-6242,4815,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=694565
안혜정,청소년정책과,청소년권리관련 홍보자료(5종),2013-12-31,02)2075-8616,5160,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=693539
박정인,청소년정책과,청소년증 발급현황,2013-10-01,02)2075-8616,8518,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=692913
임선주,청소년정책과,2013년 청소년정책 시행계획,2013-06-18,02)2075-8614,10201,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691928
임선주,청소년정책과,2013년도 중앙행정기관 및 지방자치단체 청소년정책 시행계획,2013-06-18,02)2075-8614,7985,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691927
조선하,청소년정책과,2012 청소년 가치관 국제비교 조사 결과보고서,2013-05-24,02)2075-8621,9762,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691807
박정인,청소년정책과,청소년권리침해예방을 위한 상담가이드,2013-05-21,02)2075-8616,5376,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691785
홍성철,청소년보호과,2012년도 청소년 유해환경 접촉 종합실태조사 보고서,2013-05-03,02)2075-8657,13496,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691646
박정인,청소년정책과,"2013년 청소년,가정의 달 기념식 교육영상",2013-04-25,02)2075-8616,1785,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=694575
박정인,청소년정책과,"2013년 청소년,가정의 달 기념식 주제영상",2013-04-25,02)2075-8616,2120,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=694574
박정인,청소년정책과,2013년 대한민국청소년박람회 홍보 스팟영상,2013-04-25,02)2075-8616,3878,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691599
박정인,청소년정책과,2013년 청소년. 가정의 달 홍보 스팟영상,2013-04-25,02)2075-8616,3908,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691598
박정인,청소년정책과,2013년 전국 청소년.가정의 달 행사 개최,2013-04-18,02)2075-8616,10457,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=691001
김성철,청소년활동진흥과,청소년체험활동의 발달적 가치 및 사회경제적 가치 연구보고서,2013-02-28,02)2075-8633,4719,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690638
김성철,청소년활동진흥과,청소년체험활동의 발달적 가치 및 사회경제적 가치 연구보고서,2013-02-28,02)2075-8633,8853,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690637
송재언,청소년활동진흥과,청소년 동아리 활동 운영매뉴얼(청소년수련시설 청소년동아리 활성화를 위한 운영모델 및 매뉴얼 개발연구),2013-02-06,02)2075-8641,13855,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690349
김동철,청소년보호과,제1차 청소년보호종합대책(2013-2015),2013-01-16,02)2075-8660,7678,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690270
박정인,청소년정책과,청소년증 사용 설명서,2013-01-03,02)2075-8616,9798,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690199
조선하,청소년정책과,꿈을 찾아가는 청소년 참여활동(청소년이 만든 정책과제),2013-01-02,02)2075-8621,5794,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690223
조선하,청소년정책과,2012 청소년백서,2012-12-31,02)2075-8621,11650,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690203
조선하,청소년정책과,2012 청소년백서,2012-12-31,02)2075-8621,16048,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690202
이영민,청소년정책과,2013년 청소년사업안내,2012-12-28,02)2075-8618,11339,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690182
송효준,청소년정책과,제5차 청소년정책 기본계획(2013~2017),2012-12-27,02)2100-6237,3762,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=700445
송강미,청소년정책과,제5차 청소년정책 기본계획(2013~2017),2012-12-27,02)2075-8620,30116,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690117
박정인,청소년정책과,유엔아동권리협약 및 청소년 권리 홍보 리플릿,2012-12-21,02)2075-8616,4814,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=690091
이영민,청소년정책과,청소년언어순화길잡이,2012-11-26,02)2075-8618,5340,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=689970
이진,청소년정책과,제4차 청소년정책기본계획 '12년도 시행계획-지자체,2012-10-29,02)2075-8619,9306,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=689836
여성가족부,청소년정책과,제4차 청소년청책기본계획'12년도 시행계획(중앙부처),2012-06-28,02250758619,9667,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=688813
허화수,청소년정책과,유엔아동권리협약 등 청소년권리관련 핸드북,2012-06-08,02)2075-8616,8747,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=642684
허화수,청소년정책과,청소년 찬가-무료 다운로드,2012-05-15,02)2075-8616,9868,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=642509
허화수,청소년정책과,2012년 청소년의 달 행사 안내 스팟영상,2012-04-24,02)2075-8616,5668,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=642330
송재언,청소년활동진흥과,시도 청소년활동진흥센터 운영관리 매뉴얼,2012-03-21,02)2075-8636,11081,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=642158
이영민,청소년정책과,2012년도 청소년사업 안내,2012-02-24,02)2075-8618,11671,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641952
허화수,청소년정책과,유엔아동권리 협약 및 제58차 유엔아동권리위원회 심의 최종견해,2012-02-13,02)2075-8616,9068,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641861
조선하,청소년정책과,2011 청소년종합실태조사 결과보고서,2012-01-20,02)2075-8621,14050,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=642218
하손숙,청소년보호과,음주·흡연 조기예방교육을 위한 유아용 활동교구,2012-01-10,02)2075-8654,8611,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641592
조선하,청소년정책과,2011 청소년참여 지역사회변화프로그램 우수사례,2012-01-09,02)2075-8621,10656,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641585
조선하,청소년정책과,2011 청소년백서,2012-01-02,02)2075-8621,11869,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641586
조선하,청소년정책과,2011 청소년백서,2011-12-26,02)2075-8621,12804,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=641518
김지연,청소년매체환경과,2011년 초등학교 학부모 미디어교육(우리아이 매체활용 지도교육) 교재,2011-08-09,02)2075-8688,7914,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=629179
김지연,청소년매체환경과,2011년 유아를 위한 미디어교육 교재,2011-08-09,02)2075-8688,10529,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=629177
은가연,청소년보호과,2011 청소년 인터넷중독 예방 및 해소 사업 안내,2011-03-22,02)2075-8686,10481,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=616053
조선하,청소년정책과,2010 청소년 가치관 국제비교 조사,2011-03-07,02)2075-8621,9875,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=615481
최순임,청소년정책과,2011년 청소년사업안내서,2011-02-23,02)2075-8617,9575,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=613787
정유진,청소년정책과,[권리교재] 청소년이 함께 행복한 세상(청소년용 핸드북),2011-02-18,02)2075-8616,8437,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=613733
조선하,청소년정책과,2010 청소년백서,2011-01-26,02)2075-8621,15482,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=613577
조선하,청소년정책과,청소년권리증진을 위한 참여확대 방안 연구 보고서,2011-01-26,02)2075-8621,8848,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=613576
박경현,청소년역량개발과,청소년활동프로그램(국내사례 및 외국의 동향 및 현황),2011-01-24,02-2075-8633,17310,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=613548
정효진,청소년정책과,제4차 청소년정책(수정.보완)기본계획,2011-01-04,02)2075-8620,18517,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=609309
은가연,청소년보호과,「청소년의 건강한 인터넷 이용지도 」및 「청소년 보호제도 안내」가이드북,2010-12-31,02)2075-8686,8620,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=609289
이영호,아동청소년성보호과,청소년대상 성범죄의 발생추세와 동향분석,2010-12-06,,7124,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=604550
정유진,청소년정책과,청소년 언어 순화 길잡이,2010-10-08,02)2075-8616,11082,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=454985
정유진,청소년정책과,"청소년 건강 생활 가이드북(웃어라, 청소년! 빛나라, 내일아!)",2010-10-08,02)2075-8616,8870,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=454984
여성가족부,청소년정책과,2010년도 청소년 사업안내,2010-07-01,02-2075-8617,7817,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=436175
최순임,청소년정책과,2010년 청소년 사업안내,2010-06-30,02)2075-8617,390,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=436074
최순임,청소년정책과,2010년 청소년 사업안내,2010-06-18,02)2075-8617,569,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=435921
김지연,청소년보호과,'자녀를 위한 미디어 교육' 교재(2010),2010-05-31,02-2075-8688,8267,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=435773
여성가족부,청소년정책관,2010 청소년 인터넷중독 예방 및 해소 지원사업 안내,2010-04-22,02)2075-8686,7021,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=429317
여성가족부,청소년정책관,2010년도 학교흡연예방사업 안내지침,2010-01-05,02-2075-4500,7859,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc502&bbtSn=233061
남보람,경력단절여성지원과,2024년도 경력단절여성등의 경제활동촉진 시행계획,2024-04-23,02)2100-6203,177,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704977
성명진,경력단절여성지원과,2024년 여성새로일하기센터 직업교육훈련,2024-04-01,02)2100-6209,264,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704976
박서영,국제협력담당관,여성 역량강화 정책 관계자 초청연수 현황,2024-04-01,02-2100-6102,2839,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=24
남보람,경력단절여성지원과,2024년 여성새로일하기센터 사업지침,2024-01-26,02)2100-6211,854,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704975
유갑열,성별영향평가과,2024년 성별영향평가 지침,2024-01-04,02)2100-6173,1499,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704973
이주현,여성인력개발과,2023년 여성경제활동백서,2023-12-27,02)2100-6196,784,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704972
유갑열,성별영향평가과,2023년 성인지 결산서 작성 매뉴얼,2023-12-12,02)2100-6173,632,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704971
홍영희,성별영향평가과,여성친화도시 지정 현황 ('23년 12월 기준),2023-12-12,02)2100-6181,922,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704970
김소옥,여성정책과,2023년 양성평등진흥 유공 정부포상 수여,2023-12-12,02)2100-6145,532,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704969
유갑열,성별영향평가과,2024년 성인지 예산서 매뉴얼,2023-12-12,02)2100-6173,723,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704968
장유림,여성정책과, 제3차 양성평등정책 기본계획 2023년도 시행계획(지방자치단체),2023-12-12,02-2100-6151,2107,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704957
장유림,여성정책과, 제3차 양성평등정책 기본계획 2023년도 시행계획(중앙행정기관),2023-12-12,02-2100-6151,1572,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704956
홍영희,성별영향평가과,여성친화도시 지정 현황,2023-12-12,02-2100-6181,3705,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704875
소유선,여성인력개발과,중앙행정기관 정부위원회 위촉직 비율(2023.6월말 기준),2023-10-31,02)2100-6194,539,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704967
황선량,국제협력담당관,세계한민족여성네트워크 대회,2023-10-31,02-2100-6105,2428,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=25
소유선,여성인력개발과,지방자치단체 위원회 위촉직 여성 비율,2023-09-30,02-2100-6194,2115,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704851
남보람,경력단절여성지원과,전국 여성새로일하기센터 현황,2023-09-11,02)2100-6211,958,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704966
홍승우,경력단절여성지원과,경력단절여성 취업지원사업,2023-09-08,02-2100-6203,7005,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=20
성명진,경력단절여성지원과,2023년 여성새로일하기센터 직업교육훈련(2023.9월 기준),2023-09-07,02-2100-6209,1495,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704945
주리나,성별영향평가과,2022년 생활체육 지원정책 특정성별영향평가,2023-09-06,02)2100-6180,635,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704964
김은경,성별영향평가과,2022년  성별영향평가 종합분석 결과보고서,2023-09-05,02)2100-6179,1449,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704963
남보람,경력단절여성지원과,2023년도 여성새로일하기센터 사업지침 수정 게시,2023-09-05,02)2100-6211,798,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704962
장유림,여성정책과,2022년도 양성평등정책 연차보고서,2023-09-01,02-2100-6151,883,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704961
박지혜,국제협력담당관,세계한민족여성네트워크 지역담당관 지정현황,2023-09-01,02-2100-6107,1696,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=26
유갑열,성별영향평가과,2023년 성별영향평가 지침,2023-08-31,02)2100-6173,4066,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704936
유갑열,성별영향평가과,2023년도 성인지 예산서 작성 매뉴얼,2023-08-31,02)2100-6173,2199,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704922
변창아,여성정책과,2023년 여성사전시관 전시 및 교육프로그램,2023-08-31,02-2100-6145,1112,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704847
김소옥,여성정책과,2023년 양성평등주간 키비쥬얼 자료,2023-08-01,02)2100-6145,1263,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704958
유동길,경력단절여성지원과,2022년도 경력단절여성 등의 경제활동 실태조사 결과보고서,2023-06-20,02)2100-6203,1624,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704955
김은경,성별영향평가과,2022년 지역성평등보고서,2023-06-01,02)2100-6179,1474,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704954
김은경,성별영향평가과,2022년 국가성평등보고서,2023-06-01,02)2100-6179,2069,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704953
유동길,경력단절여성지원과,2023년도 경력단절여성등의 경제활동촉진 시행계획,2023-04-24,02)2100-6203,1450,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704952
황선량,국제협력담당관,여성관련 국제회의 참가결과,2023-04-21,02)2100-6155,730,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704951
담당자,법무감사담당관,[업무매뉴얼]여성가족부 소관 비영리법인 설립허가 관련(업무편람 등),2023-04-12,02-2100-6090,3453,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704769
이수빈,법무감사담당관,2022년 한국청소년상담복지개발원 종합감사 결과,2023-04-07,02)2100-6096,720,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704950
소유선,여성인력개발과,중앙행정기관 정부위원회 위촉직 비율(2022년 12월말 기준),2023-04-04,02-2100-6194,507,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704949
성명진,경력단절여성지원과,2023년 여성새로일하기센터 직업교육훈련(2023.3월 기준),2023-03-31,02)2100-6209,75,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704965
박지혜,국제협력담당관,지역담당관 현지활동 강화사업 사업자 선정결과,2023-03-31,02-2100-6105,1536,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=29
장유림,여성정책과,2023년 양성평등 및 여성사회참여확대 공모사업 선정결과,2023-03-24,02-2100-6151,885,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704948
장유림,여성정책과,2023년 양성평등 및 여성사회참여확대 공모사업 공고,2023-03-24,02-2100-6151,589,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704947
장유림,여성정책과,제3차 양성평등정책 기본계획(2023~2027),2023-03-24,02-2100-6151,3619,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704946
변창아,여성정책과,2022년 양성평등진흥 유공 수여자 명단,2023-03-24,02)2100-6145,701,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704897
홍영희,성별영향평가과,성인지통계관련연구,2023-03-22,02-2100-6181,4507,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=97
최지은,경력단절여성지원과,2023년도 여성새로일하기센터 사업지침,2023-03-08,02)2100-6211,2024,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc500&bbtSn=704939
